row#,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
4121.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4122.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4123.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4124.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4125.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4126.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4127.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4128.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4129.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4130.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4131.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4132.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4133.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4134.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4135.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4136.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4137.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4138.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4139.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4140.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4141.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4142.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4143.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4144.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4145.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4146.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4147.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4148.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4149.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4150.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4151.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4152.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4153.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4154.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4155.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4156.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4157.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4158.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4159.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4160.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4161.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4162.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4163.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4164.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4165.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4166.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4167.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4168.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4169.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4170.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4171.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4172.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4173.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4174.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4175.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4176.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4177.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4178.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
4179.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4180.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4181.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4182.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4183.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4184.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4185.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4186.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4187.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4188.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4189.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4190.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4191.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4192.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4193.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4194.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4195.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4196.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4197.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4198.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4199.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4200.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4201.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4202.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4203.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4204.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4205.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4206.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4207.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4208.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4209.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4210.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4211.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4212.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4213.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4214.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4215.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4216.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4217.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4218.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4219.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4220.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4221.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4222.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4223.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4224.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4225.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4226.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4227.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4228.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4229.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4230.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4231.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4232.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4233.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4234.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4235.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4236.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4237.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4238.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4239.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4240.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4241.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4242.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4243.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4244.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4245.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4246.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4247.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4248.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4249.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4250.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4251.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4252.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4253.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4254.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4255.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4256.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4257.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4258.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4259.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4260.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4261.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4262.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4263.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4264.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4265.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4266.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4267.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4268.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4269.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4270.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4271.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4272.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4273.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4274.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4275.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4276.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4277.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4278.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4279.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4280.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4281.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4282.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4283.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4284.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4285.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4286.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4287.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4288.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4289.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4290.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4291.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4292.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4293.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4294.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4295.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4296.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4297.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4298.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4299.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4300.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4301.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4302.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4303.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4304.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4305.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4306.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4307.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4308.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4309.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4310.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4311.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4312.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4313.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4314.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4315.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4316.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4317.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4318.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4319.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4320.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4321.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4322.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4323.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4324.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4325.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4326.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4327.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4328.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4329.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4330.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4331.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4332.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4333.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4334.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4335.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4336.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4337.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4338.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4339.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4340.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4341.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4342.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4343.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4344.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4345.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4346.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4347.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4348.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4349.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4350.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4351.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4352.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4353.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4354.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4355.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4356.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4357.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4358.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4359.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4360.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4361.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4362.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4363.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4364.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4365.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4366.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4367.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4368.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4369.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4370.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4371.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4372.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4373.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4374.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4375.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4376.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4377.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4378.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4379.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4380.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4381.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4382.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4383.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4384.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4385.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4386.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4387.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4388.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4389.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4390.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4391.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4392.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4393.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4394.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4395.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4396.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4397.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4398.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4399.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4400.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4401.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4402.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4403.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4404.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4405.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4406.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4407.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4408.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
4409.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4410.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4411.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4412.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4413.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4414.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4415.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4416.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4417.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4418.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4419.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4420.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4421.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4422.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
4423.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4424.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4425.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4426.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4427.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4428.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4429.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
4430.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4431.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4432.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4433.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4434.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4435.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4436.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4437.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4438.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4439.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4440.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4441.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4442.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4443.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4444.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
4445.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4446.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
4447.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
4448.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4449.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
4450.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
4451.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
4452.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
