,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
300.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
301.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
302.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
303.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
304.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
305.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
306.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
307.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
308.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
309.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
310.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
311.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
312.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
313.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
314.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
315.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
316.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
317.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
318.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
319.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
320.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
321.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
322.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
323.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
324.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
325.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
326.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
327.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
328.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
329.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
330.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
331.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
332.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
333.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
334.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
335.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
336.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
337.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
338.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
339.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
340.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
341.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
342.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
343.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
344.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
